,property_type,region,area_m2,country,state,city,lat,lon,price_brl
2684,house,Northeast,190.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,1031615.0
2685,apartment,Northeast,54.0,Brasil,Ceará,Fortaleza,,,564284.15
2686,apartment,Northeast,68.0,Brasil,Ceará,Fortaleza,-3.80239,-38.566593,405666.85
2687,house,Northeast,119.0,Brasil,Ceará,Fortaleza,-3.810531,-38.5579743,663109.25
2688,apartment,Northeast,132.0,Brasil,Ceará,Fortaleza,-3.794886,-38.479122,1092179.95
2689,apartment,Northeast,73.0,Brasil,Ceará,Fortaleza,-3.8252569,-38.4857692,390064.25
2690,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.752324,-38.551979,444673.25
2691,apartment,Northeast,75.0,Brasil,Ceará,Fortaleza,-3.743783,-38.541683,491480.95
2692,house,Northeast,110.0,Brasil,Ceará,Fortaleza,,,499282.25
2693,house,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.8095743,-38.5600366,436871.95
2694,house,Northeast,133.0,Brasil,Ceará,Fortaleza,-3.816573,-38.470818,959558.1
2695,house,Northeast,186.0,Brasil,Ceará,Fortaleza,-3.798589,-38.4534434,1332459.5499999998
2696,house,Northeast,229.0,Brasil,Ceará,Fortaleza,-3.8018557,-38.4489928,1677276.4000000001
2697,house,Northeast,225.0,Brasil,Ceará,Fortaleza,-3.8136442,-38.4707831,1716282.8
2698,house,Northeast,94.0,Brasil,Ceará,Fortaleza,-3.837384,-38.500759,666229.75
2699,house,Northeast,145.0,Brasil,Ceará,Fortaleza,-3.812237,-38.533596,772327.25
2700,house,Northeast,140.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,585096.4
2701,house,Northeast,180.0,Brasil,Ceará,Eusébio,-3.9114115,-38.4511094,1060974.8
2702,house,Northeast,190.0,Brasil,Ceará,Fortaleza,-3.831467,-38.458706,1214465.0999999999
2703,house,Northeast,236.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,1662336.9500000002
2704,house,Northeast,131.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,859545.65
2705,house,Northeast,138.0,Brasil,Ceará,Eusébio,-3.8654364,-38.4405424,772327.25
2706,house,Northeast,209.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,1193596.7
2707,house,Northeast,76.0,Brasil,Ceará,Fortaleza,-3.822436,-38.513897,397865.55
2708,house,Northeast,186.0,Brasil,Ceará,Fortaleza,-3.831467,-38.458706,1229482.5999999999
2709,house,Northeast,153.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,881545.25
2710,house,Northeast,131.0,Brasil,Ceará,Fortaleza,-3.8219915,-38.4994501,856581.15
2711,house,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.7535764,-38.4622267,1252886.45
2712,house,Northeast,95.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,627223.35
2713,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.8432663,-38.49669,383823.25
2714,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,,,380702.69999999995
2715,house,Northeast,114.0,Brasil,Ceará,Fortaleza,-3.816515,-38.471851,555485.0
2716,house,Northeast,176.0,Brasil,Ceará,Fortaleza,-3.7851589,-38.4611741,1335580.1
2717,house,Northeast,180.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,982961.9500000001
2718,apartment,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.741648,-38.483677,945515.8
2719,apartment,Northeast,126.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,1836422.6
2720,apartment,Northeast,118.0,Brasil,Ceará,Fortaleza,-3.774688,-38.484921,1043812.0
2721,apartment,Northeast,125.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,1979587.15
2722,apartment,Northeast,74.0,Brasil,Ceará,Fortaleza,-3.774008,-38.490818,883573.6
2723,apartment,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,780128.5499999999
2724,apartment,Northeast,152.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,1965611.9
2725,apartment,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.728116,-38.487968,1081258.15
2726,apartment,Northeast,78.0,Brasil,Ceará,Fortaleza,-3.7598488,-38.4872336,782493.9
2727,apartment,Northeast,104.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1129633.95
2728,apartment,Northeast,85.0,Brasil,Ceará,Fortaleza,-3.774008,-38.490818,745873.1
2729,apartment,Northeast,82.0,Brasil,Ceará,Fortaleza,-3.741709,-38.511925,1246144.6
2730,apartment,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.7604023,-38.4897058,920543.9
2731,apartment,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.808945,-38.492897,755905.5499999999
2732,apartment,Northeast,221.0,Brasil,Ceará,Fortaleza,,,2557885.5
2733,apartment,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.8089457,-38.4901501,936346.15
2734,apartment,Northeast,156.0,Brasil,Ceará,Fortaleza,-3.743245,-38.497288,2043192.55
2735,apartment,Northeast,80.0,Brasil,Ceará,Fortaleza,-3.719949,-38.546413,480247.1
2736,apartment,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.772273,-38.485388,1170192.8
2737,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.739096,-38.510961,553891.25
2738,apartment,Northeast,62.0,Brasil,Ceará,Fortaleza,-3.778721,-38.571543,438432.25
2739,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.842971,-38.499108,383823.25
2740,apartment,Northeast,58.0,Brasil,Ceará,Aquiraz,-3.8393343043,-38.3948779106,468077.1
2741,apartment,Northeast,56.0,Brasil,Ceará,Aquiraz,-3.8395055804,-38.3947920799,592897.7
2742,house,Northeast,96.0,Brasil,Ceará,Fortaleza,-3.7865507,-38.5464608,374461.69999999995
2743,apartment,Northeast,77.0,Brasil,Ceará,Fortaleza,-3.727055495,-38.4920167923,620982.3
2744,house,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.791082,-38.563072,904949.1000000001
2745,apartment,Northeast,107.0,Brasil,Ceará,Aquiraz,-3.8500389948,-38.3856296539,826936.25
2746,apartment,Northeast,106.0,Brasil,Ceará,Fortaleza,-3.750967,-38.522916,1025088.9
2747,apartment,Northeast,110.0,Brasil,Ceará,Fortaleza,-3.741709,-38.511925,1065655.6
2748,house,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.828348,-38.555916,499282.25
2749,apartment,Northeast,106.0,Brasil,Ceará,Fortaleza,-3.751081,-38.522812,1028209.4
2750,apartment,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.774688,-38.484921,1177994.1
2751,apartment,Northeast,62.0,Brasil,Ceará,Fortaleza,-3.7777476,-38.5759417,450914.3
2752,apartment,Northeast,130.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,1606819.8499999999
2753,apartment,Northeast,118.0,Brasil,Ceará,Fortaleza,-3.732693,-38.504745,1912875.2
2754,apartment,Northeast,177.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1855145.7000000002
2755,apartment,Northeast,203.0,Brasil,Ceará,Fortaleza,-3.767503,-38.533596,2229139.35
2756,apartment,Northeast,152.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,2052466.75
2757,apartment,Northeast,76.0,Brasil,Ceará,Fortaleza,-3.7672203,-38.4888676,808238.15
2758,apartment,Northeast,91.0,Brasil,Ceará,Fortaleza,-3.7887191,-38.472405,968521.7999999999
2759,apartment,Northeast,115.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,1231436.05
2760,apartment,Northeast,145.0,Brasil,Ceará,Fortaleza,,,1384057.25
2761,apartment,Northeast,106.0,Brasil,Ceará,Fortaleza,-3.722449,-38.541384,466516.85
2762,house,Northeast,135.0,Brasil,Ceará,Trairi,-3.2194345846,-39.2680120282,780128.5499999999
2763,house,Northeast,229.0,Brasil,Ceará,Fortaleza,-3.804163,-38.451496,1778693.1
2764,apartment,Northeast,79.0,Brasil,Ceará,Aquiraz,-3.8481419,-38.3931537,468077.1
2765,house,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.756096,-38.487682,514884.85
2766,apartment,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.746797,-38.507014,577295.1
2767,house,Northeast,250.0,Brasil,Ceará,Eusébio,-3.860329,-38.465147,1950321.4000000001
2768,apartment,Northeast,59.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,592897.7
2769,apartment,Northeast,107.0,Brasil,Ceará,Aquiraz,,,998564.55
2770,house,Northeast,144.0,Brasil,Ceará,Juazeiro do Norte,-7.267374,-39.304361,764525.95
2771,house,Northeast,133.0,Brasil,Ceará,São Gonçalo do Amarante,-3.501755,-38.91638,436871.95
2772,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.742512,-38.513828,624102.8500000001
2773,apartment,Northeast,127.0,Brasil,Ceará,Fortaleza,-3.746874,-38.53981,546089.9500000001
2774,apartment,Northeast,113.0,Brasil,Ceará,Fortaleza,-3.75585,-38.52599,468077.1
2775,apartment,Northeast,188.0,Brasil,Ceará,Fortaleza,-3.732693,-38.504745,1794295.65
2776,apartment,Northeast,85.0,Brasil,Ceará,Fortaleza,-3.733244,-38.563896,705236.2
2777,apartment,Northeast,102.0,Brasil,Ceará,Aquiraz,-3.848142,-38.393154,1326218.55
2778,apartment,Northeast,107.0,Brasil,Ceará,Aquiraz,-3.84575,-38.389745,1269680.0
2779,apartment,Northeast,94.0,Brasil,Ceará,Fortaleza,-3.736646,-38.558227,811333.7
2780,apartment,Northeast,115.0,Brasil,Ceará,Aquiraz,-3.722669,-38.477774,1950321.4000000001
2781,house,Northeast,222.0,Brasil,Ceará,Brejo Santo,-7.555819,-38.945934,1106222.3
2782,apartment,Northeast,98.0,Brasil,Ceará,Fortaleza,-3.73637,-38.504355,1079483.6
2783,apartment,Northeast,165.0,Brasil,Ceará,Fortaleza,-3.7456524,-38.4772809,2014047.4
2784,apartment,Northeast,92.0,Brasil,Ceará,Fortaleza,-3.7534941,-38.5205603,1109462.75
2785,apartment,Northeast,63.0,Brasil,Ceará,Fortaleza,-3.7777271,-38.573828,456094.89999999997
2786,house,Northeast,129.0,Brasil,Ceará,Fortaleza,-3.8079648,-38.5352812,780365.8
2787,house,Northeast,114.0,Brasil,Ceará,Fortaleza,-3.8155992,-38.5580367,659656.9
2788,house,Northeast,130.0,Brasil,Ceará,Fortaleza,,,915346.25
2789,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.8065834,-38.5417603,399547.05000000005
2790,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.806684,-38.569763,421269.4
2791,house,Northeast,219.0,Brasil,Ceará,Eusébio,,,1529051.9500000002
2792,house,Northeast,120.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,499282.25
2793,apartment,Northeast,133.0,Brasil,Ceará,Fortaleza,-3.743501,-38.4911,936154.25
2794,apartment,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.728231,-38.555019,514884.85
2795,house,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.826452,-38.551225,405666.85
2796,apartment,Northeast,107.0,Brasil,Ceará,Fortaleza,-3.737848,-38.517838,1284403.6500000001
2797,apartment,Northeast,189.0,Brasil,Ceará,Fortaleza,-3.762844,-38.478535,1544654.5499999998
2798,apartment,Northeast,80.0,Brasil,Ceará,Fortaleza,,,1090619.7
2799,house,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.8328299,-38.5098792,444673.25
2800,apartment,Northeast,58.0,Brasil,Ceará,Aquiraz,-3.8452861288,-38.3913695812,702115.7000000001
2801,apartment,Northeast,72.0,Brasil,Ceará,Aquiraz,-3.8456607926,-38.3904308081,709916.9500000001
2802,house,Northeast,150.0,Brasil,Ceará,Juazeiro do Norte,-7.208825,-39.319119,546089.9500000001
2803,house,Northeast,157.0,Brasil,Ceará,Aquiraz,-3.8481419,-38.3931537,1076577.4000000001
2804,house,Northeast,233.0,Brasil,Ceará,Caucaia,-3.62241,-38.74815,1076577.4000000001
2805,house,Northeast,230.0,Brasil,Ceará,Caucaia,,,2028334.25
2806,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.779174,-38.484013,616301.55
2807,apartment,Northeast,55.0,Brasil,Ceará,Juazeiro do Norte,-7.239585,-39.322343,511764.3
2808,house,Northeast,250.0,Brasil,Ceará,Barbalha,-7.31027,-39.301475,2496411.4000000004
2809,apartment,Northeast,55.0,Brasil,Ceará,Juazeiro do Norte,-7.239585,-39.322343,511764.3
2810,apartment,Northeast,80.0,Brasil,Ceará,Juazeiro do Norte,-7.260095,-39.317429,444673.25
2811,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.245503,-39.319618,795731.1
2812,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.245503,-39.319618,804873.3999999999
2813,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.244343,-39.321249,999416.0499999999
2814,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.244879,-39.322584,796910.65
2815,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.245099,-39.319596,804873.3999999999
2816,apartment,Northeast,87.0,Brasil,Ceará,Juazeiro do Norte,-7.225903,-39.324006,770767.0
2817,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.244879,-39.322584,796910.65
2818,apartment,Northeast,217.0,Brasil,Ceará,Juazeiro do Norte,,,2131311.2
2819,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.244879,-39.322584,816014.4500000001
2820,apartment,Northeast,80.0,Brasil,Ceará,Juazeiro do Norte,,,449782.2
2821,apartment,Northeast,217.0,Brasil,Ceará,Juazeiro do Norte,-7.245439,-39.322093,2108796.75
2822,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.244343,-39.321249,988064.0
2823,apartment,Northeast,87.0,Brasil,Ceará,Juazeiro do Norte,-7.225903,-39.324006,779622.45
2824,house,Northeast,109.0,Brasil,Ceará,Fortaleza,-3.832325,-38.490308,1341455.7000000002
2825,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.244343,-39.321249,988064.0
2826,apartment,Northeast,87.0,Brasil,Ceará,Juazeiro do Norte,-7.225903,-39.324006,770767.0
2827,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.244343,-39.321249,999416.0499999999
2828,apartment,Northeast,97.0,Brasil,Ceará,Juazeiro do Norte,-7.244879,-39.322584,806066.5
2829,apartment,Northeast,217.0,Brasil,Ceará,Juazeiro do Norte,-7.245056,-39.323834,2053298.3499999999
2830,apartment,Northeast,55.0,Brasil,Ceará,Juazeiro do Norte,-7.239585,-39.322343,517644.05
2831,apartment,Northeast,80.0,Brasil,Ceará,Juazeiro do Norte,-7.260095,-39.317429,444673.25
2832,apartment,Northeast,217.0,Brasil,Ceará,Juazeiro do Norte,-7.245056,-39.323834,2053298.3499999999
2833,apartment,Northeast,80.0,Brasil,Ceará,Juazeiro do Norte,-7.260095,-39.317429,444673.25
2834,apartment,Northeast,55.0,Brasil,Ceará,Juazeiro do Norte,-7.239585,-39.322343,511764.3
2835,apartment,Northeast,167.0,Brasil,Ceará,Fortaleza,-3.7476263633,-38.4900376466,1496117.6500000001
2836,apartment,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.7329415,-38.5151334,710182.4
2837,apartment,Northeast,121.0,Brasil,Ceará,Fortaleza,,,1357237.5
2838,apartment,Northeast,68.0,Brasil,Ceará,Fortaleza,-3.7247577,-38.4874706,789091.55
2839,apartment,Northeast,177.0,Brasil,Ceará,Fortaleza,-3.759513,-38.4856073,2057171.25
2840,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,,,988064.0
2841,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.725033,-38.553089,507083.55000000005
2842,house,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.739378,-38.504932,1170192.8
2843,apartment,Northeast,164.0,Brasil,Ceará,Fortaleza,-3.7409527,-38.4938127,1230982.85
2844,apartment,Northeast,167.0,Brasil,Ceará,Fortaleza,-3.726034,-38.560387,390064.25
2845,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.712131,-38.567033,405666.85
2846,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.778135,-38.483918,452474.55000000005
2847,house,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.775469,-38.570845,568145.95
2848,apartment,Northeast,56.0,Brasil,Ceará,Fortaleza,-3.721902,-38.47891,655307.95
2849,apartment,Northeast,170.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,733320.8500000001
2850,house,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.742434,-38.506721,717718.25
2851,apartment,Northeast,130.0,Brasil,Ceará,Fortaleza,-3.741913,-38.507984,1092179.95
2852,apartment,Northeast,128.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,2262372.8
2853,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.745306,-38.505108,797135.3500000001
2854,apartment,Northeast,164.0,Brasil,Ceará,Fortaleza,-3.733789,-38.498131,1248205.7000000002
2855,apartment,Northeast,233.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,2028334.25
2856,apartment,Northeast,185.0,Brasil,Ceará,Fortaleza,-3.728189,-38.504482,2106347.1
2857,apartment,Northeast,240.0,Brasil,Ceará,Fortaleza,-3.728173,-38.496777,2340385.65
2858,apartment,Northeast,165.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,1248205.7000000002
2859,apartment,Northeast,91.0,Brasil,Ceará,Fortaleza,-3.746504,-38.496136,858141.4
2860,apartment,Northeast,206.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1950321.4000000001
2861,apartment,Northeast,126.0,Brasil,Ceará,Fortaleza,-3.748079,-38.497749,1060974.8
2862,apartment,Northeast,116.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1279410.8
2863,apartment,Northeast,127.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,733320.8500000001
2864,apartment,Northeast,71.0,Brasil,Ceará,Fortaleza,-3.763332,-38.484375,780128.5499999999
2865,apartment,Northeast,71.0,Brasil,Ceará,Fortaleza,,,819134.95
2866,apartment,Northeast,153.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,2028334.25
2867,apartment,Northeast,177.0,Brasil,Ceará,Fortaleza,-3.762844,-38.478535,1747487.9500000002
2868,apartment,Northeast,117.0,Brasil,Ceará,Fortaleza,-3.748884,-38.515896,655307.95
2869,apartment,Northeast,110.0,Brasil,Ceará,Fortaleza,-3.7365052,-38.4717235,436871.95
2870,apartment,Northeast,68.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,514884.85
2871,apartment,Northeast,58.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,499282.25
2872,apartment,Northeast,113.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,1092179.95
2873,house,Northeast,150.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,928352.95
2874,house,Northeast,130.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,717718.25
2875,house,Northeast,222.0,Brasil,Ceará,Fortaleza,-3.795882,-38.477108,936154.25
2876,house,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.794057,-38.474056,756724.7
2877,apartment,Northeast,101.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,390064.25
2878,apartment,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1716282.8
2879,apartment,Northeast,87.0,Brasil,Ceará,Fortaleza,-3.748738,-38.499027,460275.85
2880,apartment,Northeast,66.0,Brasil,Ceará,Fortaleza,-3.7523198,-38.5062557,390064.25
2881,house,Northeast,180.0,Brasil,Ceará,Fortaleza,-3.74859,-38.507614,1310615.95
2882,house,Northeast,223.0,Brasil,Ceará,Fortaleza,-3.742512,-38.513828,2496411.4000000004
2883,house,Northeast,217.0,Brasil,Ceará,Fortaleza,-3.749628,-38.509048,1232603.1
2884,apartment,Northeast,176.0,Brasil,Ceará,Fortaleza,-3.748535,-38.505444,686513.1
2885,house,Northeast,250.0,Brasil,Ceará,Fortaleza,-3.752591,-38.499611,1326218.55
2886,apartment,Northeast,145.0,Brasil,Ceará,Fortaleza,-3.755746,-38.466591,1373026.25
2887,house,Northeast,180.0,Brasil,Ceará,Fortaleza,-3.749761,-38.4622,1014167.1000000001
2888,house,Northeast,132.0,Brasil,Ceará,Fortaleza,-3.749303,-38.466316,624102.8500000001
2889,house,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.74217,-38.551979,1092179.95
2890,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,577295.1
2891,apartment,Northeast,137.0,Brasil,Ceará,Fortaleza,-3.736566,-38.508343,780128.5499999999
2892,apartment,Northeast,84.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,967359.4
2893,apartment,Northeast,102.0,Brasil,Ceará,Fortaleza,-3.746994,-38.507092,592897.7
2894,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,,,436871.95
2895,apartment,Northeast,110.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,468077.1
2896,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.733789,-38.498131,624102.8500000001
2897,apartment,Northeast,125.0,Brasil,Ceará,Fortaleza,-3.741913,-38.507984,936154.25
2898,apartment,Northeast,112.0,Brasil,Ceará,Fortaleza,-3.733789,-38.498131,780128.5499999999
2899,apartment,Northeast,87.0,Brasil,Ceará,Fortaleza,-3.741888,-38.517216,468077.1
2900,apartment,Northeast,122.0,Brasil,Ceará,Fortaleza,,,608500.25
2901,house,Northeast,157.0,Brasil,Ceará,Fortaleza,-3.757401,-38.566624,624102.8500000001
2902,apartment,Northeast,126.0,Brasil,Ceará,Fortaleza,-3.730719,-38.49221,858141.4
2903,apartment,Northeast,87.0,Brasil,Ceará,Fortaleza,-3.729147,-38.490417,514884.85
2904,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,1326218.55
2905,apartment,Northeast,173.0,Brasil,Ceará,Fortaleza,-3.731724,-38.495735,1326218.55
2906,apartment,Northeast,201.0,Brasil,Ceará,Fortaleza,,,1279410.8
2907,apartment,Northeast,238.0,Brasil,Ceará,Fortaleza,-3.728173,-38.496777,2496411.4000000004
2908,apartment,Northeast,166.0,Brasil,Ceará,Fortaleza,-3.733789,-38.498131,764525.95
2909,apartment,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,1685077.7
2910,apartment,Northeast,152.0,Brasil,Ceará,Fortaleza,,,1248205.7000000002
2911,apartment,Northeast,164.0,Brasil,Ceará,Fortaleza,-3.752334,-38.502289,1560257.0999999999
2912,apartment,Northeast,66.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,1138987.7
2913,apartment,Northeast,56.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,608500.25
2914,apartment,Northeast,190.0,Brasil,Ceará,Fortaleza,-3.7286572,-38.5070479,2028334.25
2915,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.733789,-38.498131,1014167.1000000001
2916,apartment,Northeast,92.0,Brasil,Ceará,Fortaleza,-3.741709,-38.511925,1045372.25
2917,apartment,Northeast,162.0,Brasil,Ceará,Fortaleza,-3.7268,-38.507565,1138987.7
2918,apartment,Northeast,76.0,Brasil,Ceará,Fortaleza,-3.731695,-38.488731,1060974.8
2919,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,,,748923.3999999999
2920,apartment,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.733956,-38.492195,1092179.95
2921,apartment,Northeast,82.0,Brasil,Ceará,Fortaleza,-3.7605652,-38.5311297,436871.95
2922,house,Northeast,210.0,Brasil,Ceará,Fortaleza,-3.754974,-38.559296,514884.85
2923,house,Northeast,210.0,Brasil,Ceará,Fortaleza,-3.790517,-38.56498,858141.4
2924,house,Northeast,118.0,Brasil,Ceará,Fortaleza,-3.828348,-38.555916,499282.25
2925,apartment,Northeast,240.0,Brasil,Ceará,Fortaleza,-3.728173,-38.496777,1872308.55
2926,house,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.7915393,-38.4828718,702115.7000000001
2927,apartment,Northeast,85.0,Brasil,Ceará,Fortaleza,,,421269.4
2928,house,Northeast,78.0,Brasil,Ceará,Fortaleza,-3.7950622,-38.5540085,390064.25
2929,house,Northeast,126.0,Brasil,Ceará,Fortaleza,,,624102.8500000001
2930,house,Northeast,209.0,Brasil,Ceará,Caucaia,-3.6959706,-38.6029655,1170192.8
2931,house,Northeast,234.0,Brasil,Ceará,Caucaia,-3.687887,-38.646267,1092179.95
2932,house,Northeast,122.0,Brasil,Ceará,Caucaia,-3.738232,-38.616291,546089.9500000001
2933,house,Northeast,225.0,Brasil,Ceará,Fortaleza,-3.806473,-38.469219,1107782.55
2934,apartment,Northeast,80.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,684952.8500000001
2935,house,Northeast,180.0,Brasil,Ceará,Fortaleza,-3.735896,-38.522251,936154.25
2936,apartment,Northeast,112.0,Brasil,Ceará,Fortaleza,-3.735896,-38.522251,468077.1
2937,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.753634,-38.468723,436871.95
2938,apartment,Northeast,177.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1809898.25
2939,apartment,Northeast,126.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1076577.4000000001
2940,apartment,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1138987.7
2941,apartment,Northeast,63.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,546089.9500000001
2942,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.756806,-38.524403,592897.7
2943,apartment,Northeast,56.0,Brasil,Ceará,Fortaleza,-3.741638,-38.52309,452474.55000000005
2944,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.741638,-38.52309,655307.95
2945,apartment,Northeast,68.0,Brasil,Ceará,Fortaleza,-3.748406,-38.529655,780128.5499999999
2946,apartment,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.756806,-38.524403,748923.3999999999
2947,house,Northeast,230.0,Brasil,Ceará,Fortaleza,-3.753318,-38.528835,1716282.8
2948,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.767503,-38.533596,444673.25
2949,apartment,Northeast,211.0,Brasil,Ceará,Fortaleza,-3.768856,-38.487968,1529051.9500000002
2950,apartment,Northeast,142.0,Brasil,Ceará,Fortaleza,-3.760486,-38.488823,780128.5499999999
2951,apartment,Northeast,140.0,Brasil,Ceará,Fortaleza,-3.764348,-38.489929,1123385.0999999999
2952,apartment,Northeast,148.0,Brasil,Ceará,Fortaleza,-3.762158,-38.485336,2020532.9500000002
2953,apartment,Northeast,82.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,920551.7
2954,house,Northeast,162.0,Brasil,Ceará,Fortaleza,,,1248205.7000000002
2955,house,Northeast,241.0,Brasil,Ceará,Fortaleza,-3.738957,-38.554302,1014167.1000000001
2956,house,Northeast,103.0,Brasil,Ceará,Fortaleza,-3.735783,-38.55835,546089.9500000001
2957,house,Northeast,184.0,Brasil,Ceará,Fortaleza,-3.7340856,-38.5508549,600698.95
2958,house,Northeast,96.0,Brasil,Ceará,Fortaleza,-3.736215,-38.549351,780128.5499999999
2959,house,Northeast,81.0,Brasil,Ceará,Fortaleza,-3.812237,-38.533596,780128.5499999999
